course_id,Title,URL,Short_Intro,Category,Sub-Category,Course_Type,Language,Subtitle Languages,Skills,Instructors,Rating,Number of viewers,Duration,Site,user_ratings
C3101,Ethical AI,https://www.udacity.com/course/ethical-ai--cd1827,"Learn to apply ethics of artificial intelligence principles to minimize bias, while maximizing fairness and explainability, ensuring an ethical future for all.",Artificial Intelligence,Ethical AI,Course,English,"Subtitles: Italian, German, Russian English, Spanish"," AI Fairness, Ethical AI, AI Governance, AI Transparency, Explainable AI, Model Bias Analysis, Model Bias Mitigation",,,,Estimated 1 month to complete,Udacity,2.0
C3102,Business Ethics: Exploring Big Data and Tax Avoidance,https://www.futurelearn.com/courses/business-ethics,Learn why big data and tax avoidance are some of the biggest ethical issues facing businesses today and how they can be addressed.,Artificial Intelligence,Unsupervised Learning ,Course,English,"Subtitles: Italian, German, Russian English, Spanish","AI & Robotics ,Business Technology,Coding & Programming,CRM,Cyber Security,Data Analytics,Data Science,Data Visualisation,Django,Excel,Java,Machine Learning,Python,R Programming,Statistics,Tableau,Web Analytics,AI & Robotics ,Business Technology,Coding & Programming,CRM,Cyber Security,Data Analytics,Data Science,Data Visualisation,Django,Excel,Java,Machine Learning,Python,R Programming,Statistics,Tableau,Web Analytics,,,,,",,,,2 weeks,Future Learn,3.0
C3103,Managing Big Data with R and Hadoop,https://www.futurelearn.com/courses/big-data-r-hadoop,Learn how to manage and analyse big data using the R programming language and Hadoop programming framework.,Artificial Intelligence,Unsupervised Learning ,Course,English,"Subtitles: Italian, German, Russian English, Spanish","AI & Robotics ,Business Technology,Coding & Programming,CRM,Cyber Security,Data Analytics,Data Science,Data Visualisation,Django,Excel,Java,Machine Learning,Python,R Programming,Statistics,Tableau,Web Analytics,AI & Robotics ,Business Technology,Coding & Programming,CRM,Cyber Security,Data Analytics,Data Science,Data Visualisation,Django,Excel,Java,Machine Learning,Python,R Programming,Statistics,Tableau,Web Analytics,,,,,",,,,5 weeks,Future Learn,3.0
C3104,Introduction to Predictive Modelling,https://www.futurelearn.com/courses/introduction-to-predictive-modelling,Learn how predictive modelling can help you make better business decisions as you explore the core concepts and CRISP-DM process.,Artificial Intelligence,Learn AI Fundamentals,Course,English,"Subtitles: Italian, German, Russian English, Spanish","AI & Robotics ,Business Technology,Coding & Programming,CRM,Cyber Security,Data Analytics,Data Science,Data Visualisation,Django,Excel,Java,Machine Learning,Python,R Programming,Statistics,Tableau,Web Analytics,AI & Robotics ,Business Technology,Coding & Programming,CRM,Cyber Security,Data Analytics,Data Science,Data Visualisation,Django,Excel,Java,Machine Learning,Python,R Programming,Statistics,Tableau,Web Analytics,,,,,",,,,2 weeks,Future Learn,2.0
C3105,Computer Science Essentials: Data Structures,https://www.futurelearn.com/courses/computer-science-essentials-data-structures,Improve your data handling and organisation knowledge by learning the fundamentals of data structure.,Artificial Intelligence,Quantitative Trading,Course,English,"Subtitles: Italian, German, Russian English, Spanish","AI & Robotics ,Business Technology,Coding & Programming,CRM,Cyber Security,Data Analytics,Data Science,Data Visualisation,Django,Excel,Java,Machine Learning,Python,R Programming,Statistics,Tableau,Web Analytics,AI & Robotics ,Business Technology,Coding & Programming,CRM,Cyber Security,Data Analytics,Data Science,Data Visualisation,Django,Excel,Java,Machine Learning,Python,R Programming,Statistics,Tableau,Web Analytics,,,,,",,,,3 weeks,Future Learn,4.5
C3106,Introduction to Big Data Analytics with Hadoop,https://www.futurelearn.com/courses/introduction-to-big-data-analytics-with-hadoop,"Hone your data analyst skills and improve your workflow as you learn how to store, analyse, and scale big data using Hadoop.",Artificial Intelligence,Business Intelligence Analytics,Course,English,"Subtitles: Italian, German, Russian English, Spanish","AI & Robotics ,Business Technology,Coding & Programming,CRM,Cyber Security,Data Analytics,Data Science,Data Visualisation,Django,Excel,Java,Machine Learning,Python,R Programming,Statistics,Tableau,Web Analytics,AI & Robotics ,Business Technology,Coding & Programming,CRM,Cyber Security,Data Analytics,Data Science,Data Visualisation,Django,Excel,Java,Machine Learning,Python,R Programming,Statistics,Tableau,Web Analytics,,,,,",,,,3 weeks,Future Learn,5.0
C3107,Introduction to Digital Transformation: Understand and Manage Digital Transformation in the Workplace,https://www.futurelearn.com/courses/key-topics-in-digital-transformation,"2,016 enrolled on this course",Artificial Intelligence,Multi-Cloud Computing,Course,English,"Subtitles: Italian, German, Russian English, Spanish","AI & Robotics ,Business Technology,Coding & Programming,CRM,Cyber Security,Data Analytics,Data Science,Data Visualisation,Django,Excel,Java,Machine Learning,Python,R Programming,Statistics,Tableau,Web Analytics,AI & Robotics ,Business Technology,Coding & Programming,CRM,Cyber Security,Data Analytics,Data Science,Data Visualisation,Django,Excel,Java,Machine Learning,Python,R Programming,Statistics,Tableau,Web Analytics,,,,,",,,,6 weeks,Future Learn,5.0
C3108,Learn about Current Digital Workplace Trends,https://www.futurelearn.com/courses/learn-about-current-digital-workplace-trends-sc,"Understand how digital technology influences our lives and the way we work, with the IOC and the University of Leeds.",Artificial Intelligence,Ethical AI,Course,English,"Subtitles: Italian, German, Russian English, Spanish","AI & Robotics ,Business Technology,Coding & Programming,CRM,Cyber Security,Data Analytics,Data Science,Data Visualisation,Django,Excel,Java,Machine Learning,Python,R Programming,Statistics,Tableau,Web Analytics,AI & Robotics ,Business Technology,Coding & Programming,CRM,Cyber Security,Data Analytics,Data Science,Data Visualisation,Django,Excel,Java,Machine Learning,Python,R Programming,Statistics,Tableau,Web Analytics,,,,,",,,,2 weeks,Future Learn,3.0
C3109,CRM Fundamentals and Practice: Salesforce Automation and Best Practice,https://www.futurelearn.com/courses/crm-fundamentals-and-practice-salesforce-automation-best-practice-sc,"Discover how to use Salesforce automation to make processes and workflows more effective, and explore CRM best practice._x000D_
",Artificial Intelligence,Unsupervised Learning ,Course,English,"Subtitles: Italian, German, Russian English, Spanish","AI & Robotics ,Business Technology,Coding & Programming,CRM,Cyber Security,Data Analytics,Data Science,Data Visualisation,Django,Excel,Java,Machine Learning,Python,R Programming,Statistics,Tableau,Web Analytics,AI & Robotics ,Business Technology,Coding & Programming,CRM,Cyber Security,Data Analytics,Data Science,Data Visualisation,Django,Excel,Java,Machine Learning,Python,R Programming,Statistics,Tableau,Web Analytics,,,,,",,,,4 weeks,Future Learn,3.0
C3110,Financial Analysis for Business Decisions: Introduction to Data Analysis Tools and Capital Projects,https://www.futurelearn.com/courses/financial-analysis-for-business-decisions-intro-data-analysis-tools-sc,"Discover essential financial analysis tools for data-driven decision making, in this business fundamentals course.",Artificial Intelligence,Unsupervised Learning ,Course,English,"Subtitles: Italian, German, Russian English, Spanish","AI & Robotics ,Business Technology,Coding & Programming,CRM,Cyber Security,Data Analytics,Data Science,Data Visualisation,Django,Excel,Java,Machine Learning,Python,R Programming,Statistics,Tableau,Web Analytics,AI & Robotics ,Business Technology,Coding & Programming,CRM,Cyber Security,Data Analytics,Data Science,Data Visualisation,Django,Excel,Java,Machine Learning,Python,R Programming,Statistics,Tableau,Web Analytics,,,,,",,,,4 weeks,Future Learn,3.33
C3111,Data Visualisation: Data Dashboards and Storytelling with Tableau,https://www.futurelearn.com/courses/data-visualisation-prediction-and-ethics-sc,Learn the techniques that underpin predictive data analytics and understand the ethics behind them.,Artificial Intelligence,Learn AI Fundamentals,Course,English,"Subtitles: Italian, German, Russian English, Spanish","AI & Robotics ,Business Technology,Coding & Programming,CRM,Cyber Security,Data Analytics,Data Science,Data Visualisation,Django,Excel,Java,Machine Learning,Python,R Programming,Statistics,Tableau,Web Analytics,AI & Robotics ,Business Technology,Coding & Programming,CRM,Cyber Security,Data Analytics,Data Science,Data Visualisation,Django,Excel,Java,Machine Learning,Python,R Programming,Statistics,Tableau,Web Analytics,,,,,",,,,4 weeks,Future Learn,3.0
C3112,Understanding the GDPR,https://www.futurelearn.com/courses/general-data-protection-regulation,Get to grips with the General Data Protection Regulation and take the first steps to ensuring that your organisation is compliant.,Artificial Intelligence,Quantitative Trading,Course,English,"Subtitles: Italian, German, Russian English, Spanish","AI & Robotics ,Business Technology,Coding & Programming,CRM,Cyber Security,Data Analytics,Data Science,Data Visualisation,Django,Excel,Java,Machine Learning,Python,R Programming,Statistics,Tableau,Web Analytics,AI & Robotics ,Business Technology,Coding & Programming,CRM,Cyber Security,Data Analytics,Data Science,Data Visualisation,Django,Excel,Java,Machine Learning,Python,R Programming,Statistics,Tableau,Web Analytics,,,,,",,,,4 weeks,Future Learn,3.0
C3113,Marketing Analytics,https://www.futurelearn.com/courses/uva-darden-marketing-analytics,Learn the basics of marketing analytics and understand how to use data to ensure your marketing is effective.,Artificial Intelligence,Business Intelligence Analytics,Course,English,"Subtitles: Italian, German, Russian English, Spanish","AI & Robotics ,Business Technology,Coding & Programming,CRM,Cyber Security,Data Analytics,Data Science,Data Visualisation,Django,Excel,Java,Machine Learning,Python,R Programming,Statistics,Tableau,Web Analytics,AI & Robotics ,Business Technology,Coding & Programming,CRM,Cyber Security,Data Analytics,Data Science,Data Visualisation,Django,Excel,Java,Machine Learning,Python,R Programming,Statistics,Tableau,Web Analytics,,,,,",,,,5 weeks,Future Learn,3.0
C3114,Data Analytics and Python Fundamentals,https://www.futurelearn.com/courses/data-analytics-python-statistics-and-analytics-fundamentals,508 enrolled on this course,Artificial Intelligence,Multi-Cloud Computing,Course,English,"Subtitles: Italian, German, Russian English, Spanish","AI & Robotics ,Business Technology,Coding & Programming,CRM,Cyber Security,Data Analytics,Data Science,Data Visualisation,Django,Excel,Java,Machine Learning,Python,R Programming,Statistics,Tableau,Web Analytics,AI & Robotics ,Business Technology,Coding & Programming,CRM,Cyber Security,Data Analytics,Data Science,Data Visualisation,Django,Excel,Java,Machine Learning,Python,R Programming,Statistics,Tableau,Web Analytics,,,,,",,,,4 weeks,Future Learn,4.0
C3115,Data Wrangling and Ingestion using Python,https://www.futurelearn.com/courses/data-analytics-python-data-wrangling-and-ingestion,"_x000D_
Enhance your understanding of Python by diving deeper into functions including data wrangling, manipulation and transformation.",Artificial Intelligence,Ethical AI,Course,English,"Subtitles: Italian, German, Russian English, Spanish","AI & Robotics ,Business Technology,Coding & Programming,CRM,Cyber Security,Data Analytics,Data Science,Data Visualisation,Django,Excel,Java,Machine Learning,Python,R Programming,Statistics,Tableau,Web Analytics,AI & Robotics ,Business Technology,Coding & Programming,CRM,Cyber Security,Data Analytics,Data Science,Data Visualisation,Django,Excel,Java,Machine Learning,Python,R Programming,Statistics,Tableau,Web Analytics,,,,,",,,,4 weeks,Future Learn,3.0
C3116,Python Packages: NumPy and Pandas Dataframe,https://www.futurelearn.com/courses/data-analytics-python-learning-python-functions,"_x000D_
Expand your advanced analytics skills using Python - you can explore data ingestion with CRISP-DM methodology.",Artificial Intelligence,Unsupervised Learning ,Course,English,"Subtitles: Italian, German, Russian English, Spanish","AI & Robotics ,Business Technology,Coding & Programming,CRM,Cyber Security,Data Analytics,Data Science,Data Visualisation,Django,Excel,Java,Machine Learning,Python,R Programming,Statistics,Tableau,Web Analytics,AI & Robotics ,Business Technology,Coding & Programming,CRM,Cyber Security,Data Analytics,Data Science,Data Visualisation,Django,Excel,Java,Machine Learning,Python,R Programming,Statistics,Tableau,Web Analytics,,,,,",,,,4 weeks,Future Learn,4.33
C3117,"Big Data Analytics: Opportunities, Challenges, and the Future",https://www.futurelearn.com/courses/applied-big-data-analytics,We produce more data than ever before. Find out how ‘big data analytics’ can help you make use of it.,Artificial Intelligence,Unsupervised Learning ,Course,English,"Subtitles: Italian, German, Russian English, Spanish","AI & Robotics ,Business Technology,Coding & Programming,CRM,Cyber Security,Data Analytics,Data Science,Data Visualisation,Django,Excel,Java,Machine Learning,Python,R Programming,Statistics,Tableau,Web Analytics,AI & Robotics ,Business Technology,Coding & Programming,CRM,Cyber Security,Data Analytics,Data Science,Data Visualisation,Django,Excel,Java,Machine Learning,Python,R Programming,Statistics,Tableau,Web Analytics,,,,,",,,,2 weeks,Future Learn,4.0
C3118,Data Visualisation with Python: Bokeh and Advanced Layouts,https://www.futurelearn.com/courses/data-visualisation-with-python-bokeh-and-advanced-layouts,"Elevate your data visualisation skills and better communicate your data insights with the data visualisation package, Bokeh.",Artificial Intelligence,Learn AI Fundamentals,Course,English,"Subtitles: Italian, German, Russian English, Spanish","AI & Robotics ,Business Technology,Coding & Programming,CRM,Cyber Security,Data Analytics,Data Science,Data Visualisation,Django,Excel,Java,Machine Learning,Python,R Programming,Statistics,Tableau,Web Analytics,AI & Robotics ,Business Technology,Coding & Programming,CRM,Cyber Security,Data Analytics,Data Science,Data Visualisation,Django,Excel,Java,Machine Learning,Python,R Programming,Statistics,Tableau,Web Analytics,,,,,",,,,4 weeks,Future Learn,3.0
C3119,Data Visualisation with Python: Matplotlib and Visual Analysis,https://www.futurelearn.com/courses/data-visualisation-with-python-matplotlib-and-visual-analysis,Discover how to produce visual data analytics and business insights with the powerful Python programming language.,Artificial Intelligence,Quantitative Trading,Course,English,"Subtitles: Italian, German, Russian English, Spanish","AI & Robotics ,Business Technology,Coding & Programming,CRM,Cyber Security,Data Analytics,Data Science,Data Visualisation,Django,Excel,Java,Machine Learning,Python,R Programming,Statistics,Tableau,Web Analytics,AI & Robotics ,Business Technology,Coding & Programming,CRM,Cyber Security,Data Analytics,Data Science,Data Visualisation,Django,Excel,Java,Machine Learning,Python,R Programming,Statistics,Tableau,Web Analytics,,,,,",,,,4 weeks,Future Learn,3.0
C3120,Data Visualisation with Python: Seaborn and Scatter Plots,https://www.futurelearn.com/courses/data-visualisation-with-python-seaborn-and-scatter-plots,Discover how to create visualisations and show understanding of data visualisation theory with the Python programming language.,Artificial Intelligence,Business Intelligence Analytics,Course,English,"Subtitles: Italian, German, Russian English, Spanish","AI & Robotics ,Business Technology,Coding & Programming,CRM,Cyber Security,Data Analytics,Data Science,Data Visualisation,Django,Excel,Java,Machine Learning,Python,R Programming,Statistics,Tableau,Web Analytics,AI & Robotics ,Business Technology,Coding & Programming,CRM,Cyber Security,Data Analytics,Data Science,Data Visualisation,Django,Excel,Java,Machine Learning,Python,R Programming,Statistics,Tableau,Web Analytics,,,,,",,,,4 weeks,Future Learn,3.0
C3121,Essential Mathematics for Data Science and Machine Learning: Using R,https://www.futurelearn.com/courses/essentialmath-for-machine-learning-r,"This course is not designed to make you a mathematician. Rather, it aims to help you learn some essential foundational concepts. ",Artificial Intelligence,Multi-Cloud Computing,Course,English,"Subtitles: Italian, German, Russian English, Spanish","AI & Robotics ,Business Technology,Coding & Programming,CRM,Cyber Security,Data Analytics,Data Science,Data Visualisation,Django,Excel,Java,Machine Learning,Python,R Programming,Statistics,Tableau,Web Analytics,AI & Robotics ,Business Technology,Coding & Programming,CRM,Cyber Security,Data Analytics,Data Science,Data Visualisation,Django,Excel,Java,Machine Learning,Python,R Programming,Statistics,Tableau,Web Analytics,,,,,",,,,4 weeks,Future Learn,4.0
C3122,Applied Artificial Intelligence: Natural Language Processing,https://www.futurelearn.com/courses/cloudswyft-msft-natural-language-processing-advanced,Learn how Natural Language Processing is a crucial component in AI and understand its core problems. ,Artificial Intelligence,Ethical AI,Course,English,"Subtitles: Italian, German, Russian English, Spanish","AI & Robotics ,Business Technology,Coding & Programming,CRM,Cyber Security,Data Analytics,Data Science,Data Visualisation,Django,Excel,Java,Machine Learning,Python,R Programming,Statistics,Tableau,Web Analytics,AI & Robotics ,Business Technology,Coding & Programming,CRM,Cyber Security,Data Analytics,Data Science,Data Visualisation,Django,Excel,Java,Machine Learning,Python,R Programming,Statistics,Tableau,Web Analytics,,,,,",,,,3 weeks,Future Learn,3.0
C3123,Applied Artificial Intelligence: Speech Recognition Systems,https://www.futurelearn.com/courses/speech-recognition-systems,Developing and understanding Automatic Speech Recognition (ASR) systems using Python.,Artificial Intelligence,Unsupervised Learning ,Course,English,"Subtitles: Italian, German, Russian English, Spanish","AI & Robotics ,Business Technology,Coding & Programming,CRM,Cyber Security,Data Analytics,Data Science,Data Visualisation,Django,Excel,Java,Machine Learning,Python,R Programming,Statistics,Tableau,Web Analytics,AI & Robotics ,Business Technology,Coding & Programming,CRM,Cyber Security,Data Analytics,Data Science,Data Visualisation,Django,Excel,Java,Machine Learning,Python,R Programming,Statistics,Tableau,Web Analytics,,,,,",,,,3 weeks,Future Learn,5.0
C3124,Microsoft Future Ready: Ethics and Law in Data and Analytics,https://www.futurelearn.com/courses/ethicsandlawindataandanalytics,Understand the ethics and laws surrounding AI and Analytical tools including data sharing and privacy. ,Artificial Intelligence,Unsupervised Learning ,Course,English,"Subtitles: Italian, German, Russian English, Spanish","AI & Robotics ,Business Technology,Coding & Programming,CRM,Cyber Security,Data Analytics,Data Science,Data Visualisation,Django,Excel,Java,Machine Learning,Python,R Programming,Statistics,Tableau,Web Analytics,AI & Robotics ,Business Technology,Coding & Programming,CRM,Cyber Security,Data Analytics,Data Science,Data Visualisation,Django,Excel,Java,Machine Learning,Python,R Programming,Statistics,Tableau,Web Analytics,,,,,",,,,3 weeks,Future Learn,3.0
C3125,Microsoft Future Ready: Principles of Machine Learning with Python Programming,https://www.futurelearn.com/courses/cloudswyft-msft-principles-of-machine-learning-pythoned-ethics,Understand the theory of machine learning before gaining practical experience using Python programming.,Artificial Intelligence,Learn AI Fundamentals,Course,English,"Subtitles: Italian, German, Russian English, Spanish","AI & Robotics ,Business Technology,Coding & Programming,CRM,Cyber Security,Data Analytics,Data Science,Data Visualisation,Django,Excel,Java,Machine Learning,Python,R Programming,Statistics,Tableau,Web Analytics,AI & Robotics ,Business Technology,Coding & Programming,CRM,Cyber Security,Data Analytics,Data Science,Data Visualisation,Django,Excel,Java,Machine Learning,Python,R Programming,Statistics,Tableau,Web Analytics,,,,,",,,,5 weeks,Future Learn,2.33
C3126,Microsoft Future Ready: Using Python Programming to Explore the Principles of Machine Learning,https://www.futurelearn.com/courses/cloudswyft-msft-principles-of-machine-learning-pythoned-advancedai,Build your understanding of AI and machine learning before gaining practical experience using Python programming. ,Artificial Intelligence,Quantitative Trading,Course,English,"Subtitles: Italian, German, Russian English, Spanish","AI & Robotics ,Business Technology,Coding & Programming,CRM,Cyber Security,Data Analytics,Data Science,Data Visualisation,Django,Excel,Java,Machine Learning,Python,R Programming,Statistics,Tableau,Web Analytics,AI & Robotics ,Business Technology,Coding & Programming,CRM,Cyber Security,Data Analytics,Data Science,Data Visualisation,Django,Excel,Java,Machine Learning,Python,R Programming,Statistics,Tableau,Web Analytics,,,,,",,,,5 weeks,Future Learn,4.67
C3127,AI and Machine Learning Algorithms Using Python,https://www.futurelearn.com/courses/cloudswyft-msft-principles-of-machine-learning-pythoned-ai,"_x000D_
Build your understanding of artificial intelligence with Python and machine learning principles for you to form the basis of AI ",Artificial Intelligence,Business Intelligence Analytics,Course,English,"Subtitles: Italian, German, Russian English, Spanish","AI & Robotics ,Business Technology,Coding & Programming,CRM,Cyber Security,Data Analytics,Data Science,Data Visualisation,Django,Excel,Java,Machine Learning,Python,R Programming,Statistics,Tableau,Web Analytics,AI & Robotics ,Business Technology,Coding & Programming,CRM,Cyber Security,Data Analytics,Data Science,Data Visualisation,Django,Excel,Java,Machine Learning,Python,R Programming,Statistics,Tableau,Web Analytics,,,,,",,,,5 weeks,Future Learn,4.67
C3128,Data Visualisation Fundamentals for Absolute Beginners,https://www.futurelearn.com/courses/cloudswyft-msft-dv-a-practical-approach-for-absolute-beginners,"_x000D_
Gain an introduction into data visualisations to communicate your data analytics to a diverse audience. _x000D_
",Artificial Intelligence,Multi-Cloud Computing,Course,English,"Subtitles: Italian, German, Russian English, Spanish","AI & Robotics ,Business Technology,Coding & Programming,CRM,Cyber Security,Data Analytics,Data Science,Data Visualisation,Django,Excel,Java,Machine Learning,Python,R Programming,Statistics,Tableau,Web Analytics,AI & Robotics ,Business Technology,Coding & Programming,CRM,Cyber Security,Data Analytics,Data Science,Data Visualisation,Django,Excel,Java,Machine Learning,Python,R Programming,Statistics,Tableau,Web Analytics,,,,,",,,,2 weeks,Future Learn,3.5
C3129,Deep Learning on Azure with Python: Introduction to Deep Learning,https://www.futurelearn.com/courses/deep-learning-explained,"Discover deep learning with Python using Microsoft Cognitive Toolkit, and explore deep learning algorithms and neural networks.",Artificial Intelligence,Ethical AI,Course,English,"Subtitles: Italian, German, Russian English, Spanish","AI & Robotics ,Business Technology,Coding & Programming,CRM,Cyber Security,Data Analytics,Data Science,Data Visualisation,Django,Excel,Java,Machine Learning,Python,R Programming,Statistics,Tableau,Web Analytics,AI & Robotics ,Business Technology,Coding & Programming,CRM,Cyber Security,Data Analytics,Data Science,Data Visualisation,Django,Excel,Java,Machine Learning,Python,R Programming,Statistics,Tableau,Web Analytics,,,,,",,,,4 weeks,Future Learn,3.0
C3130,Deep Learning on Azure with Python: Introduction to Machine Learning,https://www.futurelearn.com/courses/cloudswyft-msft-principles-of-machine-learning-pythoned-deep-learning,"_x000D_
Discover how to become a machine learning engineer in this hands-on introduction to machine learning, using Python programming.",Artificial Intelligence,Unsupervised Learning ,Course,English,"Subtitles: Italian, German, Russian English, Spanish","AI & Robotics ,Business Technology,Coding & Programming,CRM,Cyber Security,Data Analytics,Data Science,Data Visualisation,Django,Excel,Java,Machine Learning,Python,R Programming,Statistics,Tableau,Web Analytics,AI & Robotics ,Business Technology,Coding & Programming,CRM,Cyber Security,Data Analytics,Data Science,Data Visualisation,Django,Excel,Java,Machine Learning,Python,R Programming,Statistics,Tableau,Web Analytics,,,,,",,,,5 weeks,Future Learn,3.0
C3131,Deep Learning on Azure with Python: Reinforcement Learning,https://www.futurelearn.com/courses/deep-learning-fundamentals,"_x000D_
Discover reinforcement learning in this course covering how to frame reinforcement learning problems, algorithms, and more.",Artificial Intelligence,Unsupervised Learning ,Course,English,"Subtitles: Italian, German, Russian English, Spanish","AI & Robotics ,Business Technology,Coding & Programming,CRM,Cyber Security,Data Analytics,Data Science,Data Visualisation,Django,Excel,Java,Machine Learning,Python,R Programming,Statistics,Tableau,Web Analytics,AI & Robotics ,Business Technology,Coding & Programming,CRM,Cyber Security,Data Analytics,Data Science,Data Visualisation,Django,Excel,Java,Machine Learning,Python,R Programming,Statistics,Tableau,Web Analytics,,,,,",,,,6 weeks,Future Learn,4.0
C3132,Deep Learning on Azure with Python: The Basics of Python Programming,https://www.futurelearn.com/courses/introduction-to-pl-et,"_x000D_
Learn the basics of Python programming, which underpins machine and deep learning models in Microsoft Cognitive Services. ",Artificial Intelligence,Learn AI Fundamentals,Course,English,"Subtitles: Italian, German, Russian English, Spanish","AI & Robotics ,Business Technology,Coding & Programming,CRM,Cyber Security,Data Analytics,Data Science,Data Visualisation,Django,Excel,Java,Machine Learning,Python,R Programming,Statistics,Tableau,Web Analytics,AI & Robotics ,Business Technology,Coding & Programming,CRM,Cyber Security,Data Analytics,Data Science,Data Visualisation,Django,Excel,Java,Machine Learning,Python,R Programming,Statistics,Tableau,Web Analytics,,,,,",,,,3 weeks,Future Learn,3.0
C3133,Essential Mathematics for Data Analysis in Microsoft Excel,https://www.futurelearn.com/courses/essentialmathfordataanalysisusingexcelonline,"_x000D_
Understand the basic maths that powers data analysis with this beginner’s course. _x000D_
",Artificial Intelligence,Quantitative Trading,Course,English,"Subtitles: Italian, German, Russian English, Spanish","AI & Robotics ,Business Technology,Coding & Programming,CRM,Cyber Security,Data Analytics,Data Science,Data Visualisation,Django,Excel,Java,Machine Learning,Python,R Programming,Statistics,Tableau,Web Analytics,AI & Robotics ,Business Technology,Coding & Programming,CRM,Cyber Security,Data Analytics,Data Science,Data Visualisation,Django,Excel,Java,Machine Learning,Python,R Programming,Statistics,Tableau,Web Analytics,,,,,",,,,3 weeks,Future Learn,3.0
C3134,Financial Analysis for Business Decisions: How to Use Tableau and Financial Modelling,https://www.futurelearn.com/courses/financial-analysis-for-business-decisions-tableau-financial-modelling,"Discover how to use Tableau to visualise data to gain new insights, how to apply financial models, and how to do a SWOT analysis.",Artificial Intelligence,Business Intelligence Analytics,Course,English,"Subtitles: Italian, German, Russian English, Spanish","AI & Robotics ,Business Technology,Coding & Programming,CRM,Cyber Security,Data Analytics,Data Science,Data Visualisation,Django,Excel,Java,Machine Learning,Python,R Programming,Statistics,Tableau,Web Analytics,AI & Robotics ,Business Technology,Coding & Programming,CRM,Cyber Security,Data Analytics,Data Science,Data Visualisation,Django,Excel,Java,Machine Learning,Python,R Programming,Statistics,Tableau,Web Analytics,,,,,",,,,4 weeks,Future Learn,2.0
C3135,Financial Analysis for Business Performance: Data-Driven Decision Making,https://www.futurelearn.com/courses/financial-analysis-business-performance-data-driven-decision-making,"_x000D_
Use your financial analysis to encourage data-driven decision making within your business. _x000D_
",Artificial Intelligence,Multi-Cloud Computing,Course,English,"Subtitles: Italian, German, Russian English, Spanish","AI & Robotics ,Business Technology,Coding & Programming,CRM,Cyber Security,Data Analytics,Data Science,Data Visualisation,Django,Excel,Java,Machine Learning,Python,R Programming,Statistics,Tableau,Web Analytics,AI & Robotics ,Business Technology,Coding & Programming,CRM,Cyber Security,Data Analytics,Data Science,Data Visualisation,Django,Excel,Java,Machine Learning,Python,R Programming,Statistics,Tableau,Web Analytics,,,,,",,,,4 weeks,Future Learn,4.0
C3136,"Financial Analysis for Business Performance: Planning, Budgeting, and Forecasting",https://www.futurelearn.com/courses/financial-analysis-business-performance-planning-budgeting-forecasting,"Learn how to conduct financial-performance analysis, forecasting and budgetary planning.",Artificial Intelligence,Ethical AI,Course,English,"Subtitles: Italian, German, Russian English, Spanish","AI & Robotics ,Business Technology,Coding & Programming,CRM,Cyber Security,Data Analytics,Data Science,Data Visualisation,Django,Excel,Java,Machine Learning,Python,R Programming,Statistics,Tableau,Web Analytics,AI & Robotics ,Business Technology,Coding & Programming,CRM,Cyber Security,Data Analytics,Data Science,Data Visualisation,Django,Excel,Java,Machine Learning,Python,R Programming,Statistics,Tableau,Web Analytics,,,,,",,,,4 weeks,Future Learn,3.5
C3137,Financial Analysis for Business Performance: Reporting and Stakeholder Management,https://www.futurelearn.com/courses/financial-analysis-business-performance-reporting-stakeholder-management,Communicate and report to key business stakeholders and use your financial knowledge to aid decision making. ,Artificial Intelligence,Unsupervised Learning ,Course,English,"Subtitles: Italian, German, Russian English, Spanish","AI & Robotics ,Business Technology,Coding & Programming,CRM,Cyber Security,Data Analytics,Data Science,Data Visualisation,Django,Excel,Java,Machine Learning,Python,R Programming,Statistics,Tableau,Web Analytics,AI & Robotics ,Business Technology,Coding & Programming,CRM,Cyber Security,Data Analytics,Data Science,Data Visualisation,Django,Excel,Java,Machine Learning,Python,R Programming,Statistics,Tableau,Web Analytics,,,,,",,,,4 weeks,Future Learn,3.0
C3138,How to Use Microsoft Excel for Data Analysis,https://www.futurelearn.com/courses/introduction-data-to-analysis-using-msft-excel,364 enrolled on this course,Artificial Intelligence,Unsupervised Learning ,Course,English,"Subtitles: Italian, German, Russian English, Spanish","AI & Robotics ,Business Technology,Coding & Programming,CRM,Cyber Security,Data Analytics,Data Science,Data Visualisation,Django,Excel,Java,Machine Learning,Python,R Programming,Statistics,Tableau,Web Analytics,AI & Robotics ,Business Technology,Coding & Programming,CRM,Cyber Security,Data Analytics,Data Science,Data Visualisation,Django,Excel,Java,Machine Learning,Python,R Programming,Statistics,Tableau,Web Analytics,,,,,",,,,2 weeks,Future Learn,3.6
